;question;answer;label
37;What are the consequences for owners if their animals make noise outside of the designated quiet hours?;"
Owners are responsible for ensuring that animals are kept quiet between the
hours of 10:00 pm and 06:00 am. In the case of failure to abide by this
regulation the guest may be asked to leave the hotel without a refund of the
price of the night's accommodation.";1
38;What type of damages are typically considered by hotels when assessing responsibility?;"
Owners are fully responsible for any damages caused to hotel property by
their animals.";1
39;When can pets be present in the hotel restaurant?;"
Pets are allowed in the hotel restaurant only from 12:00, provided the
animal's behavior and cleanliness are adequate and they do not disturb other
guests. ";1
40;When is the hotel terrace open?;" Pets are not allowed in the restaurant during breakfast time
(7:00 – 10:30) for hygienic reasons due to the breakfast’s buffet style. An
exception is the case when the hotel terrace is open, as pets can be taken to
the terrace through the hotel's main entrance and they can stay there during
breakfast.";1
41;What is the purpose of displaying fire alarm escape routes at the inner side of each guest room doors?;"
During their stay in the hotel, each guest is obliged to act in such a manner as to ensure
that their conduct does not cause the outbreak of fire. Fire alarm escape routes are
displayed at the inner side of each guest room doors.";1
42;What should guests do if they notice a fire in the building?;"
In the case of fire, guests are obliged to notify the reception without hesitation, either
directly, or on the phone (0) and may use a portable fire extinguisher located at the corridors
of each floor to extinguish the flames. The use of the elevator in case of fire is prohibited!";1
43;What is the penalty fee for smoking in the hotel rooms?;"
Smoking is prohibited in the whole building of the hotel (both in the rooms and in the
common areas). Violation of this rule will trigger a penalty fee of 100-200 Eur depending on
the smoke odors experienced in the room, and the amount is calculated by discretion of the
hotel.";1
44;What is the primary responsibility of the hotel in the event of a guest's sickness or injury?;"
The hotel shall ensure provision of first aid and helps organizing a transport to hospital in
the case of sickness or injury to guests.";1
45;Who is allowed entry to occupied hotel rooms?;"
Entry to occupied hotel rooms is permitted to the chambermaid who is allocated to the
given room, the hotel housekeeper, the accommodation manager and maintenance staff in
the case of reporting of a technical defect in the room.";1
46;"Where can you find the ""do not disturb"" card?";"  If you do not want someone to enter
your room, please hang the ""do not disturb” card on your room’s outside door handle. It can
be found in the entrance area of your room.";1
